recon_date,trade_id,symbol,account,break_type,severity,internal_value,broker_value,notional_impact,resolved
2026-02-03,TRD_0042345,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4924 @ 782.8600,NOT FOUND,3854802.64,False
2026-02-03,TRD_0023016,SPY,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4992 @ 740.7700,NOT FOUND,3697923.84,False
2026-02-03,BRK_ONLY_15,NVDA,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4983 @ 722.4700,3600068.01,False
2026-02-03,TRD_0001805,AAPL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4650 @ 760.4900,NOT FOUND,3536278.5,False
2026-02-03,TRD_0002237,SPY,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4731 @ 743.8900,NOT FOUND,3519343.59,False
2026-02-03,BRK_ONLY_135,AMZN,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4466 @ 787.9500,3518984.7,False
2026-02-03,TRD_0001623,GOOGL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4406 @ 779.5000,NOT FOUND,3434477.0,False
2026-02-03,TRD_0007249,AAPL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4554 @ 740.9400,NOT FOUND,3374240.76,False
2026-02-03,TRD_0003147,AAPL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4289 @ 781.9000,NOT FOUND,3353569.1,False
2026-02-03,TRD_0032100,AMZN,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4702 @ 712.2100,NOT FOUND,3348811.42,False
2026-02-03,TRD_0026970,SPY,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4867 @ 680.6400,NOT FOUND,3312674.88,False
2026-02-03,TRD_0026063,AAPL,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4201 @ 775.7900,NOT FOUND,3259093.79,False
2026-02-03,TRD_0047158,AMD,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4258 @ 744.7100,NOT FOUND,3170975.18,False
2026-02-03,TRD_0024651,INTC,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4382 @ 713.2400,NOT FOUND,3125417.68,False
2026-02-03,BRK_ONLY_237,AMZN,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3911 @ 798.5800,3123246.38,False
2026-02-03,TRD_0011852,QQQ,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4241 @ 730.1500,NOT FOUND,3096566.15,False
2026-02-03,TRD_0041681,TSLA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4188 @ 736.9300,NOT FOUND,3086262.84,False
2026-02-03,TRD_0006348,TSLA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3857 @ 792.9500,NOT FOUND,3058408.15,False
2026-02-03,TRD_0009271,AMZN,ACCT_MAIN,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4704 @ 645.5100,NOT FOUND,3036479.04,False
2026-02-03,TRD_0027074,TSLA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4856 @ 619.2600,NOT FOUND,3007126.56,False
2026-02-03,BRK_ONLY_129,AAPL,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3837 @ 779.3200,2990250.84,False
2026-02-03,BRK_ONLY_220,AMZN,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4355 @ 679.4600,2959048.3,False
2026-02-03,BRK_ONLY_241,AMZN,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4516 @ 653.5700,2951522.12,False
2026-02-03,TRD_0010392,AMD,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4027 @ 728.9500,NOT FOUND,2935481.65,False
2026-02-03,BRK_ONLY_206,AMZN,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 3725 @ 787.5400,2933586.5,False
2026-02-03,TRD_0035786,AMD,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3764 @ 773.4300,NOT FOUND,2911190.52,False
2026-02-03,TRD_0003747,INTC,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4263 @ 679.0100,NOT FOUND,2894619.63,False
2026-02-03,BRK_ONLY_19,QQQ,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4406 @ 653.8200,2880730.92,False
2026-02-03,TRD_0007414,GOOGL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4151 @ 691.5200,NOT FOUND,2870499.52,False
2026-02-03,TRD_0029328,AAPL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4057 @ 705.8000,NOT FOUND,2863430.6,False
2026-02-03,BRK_ONLY_107,QQQ,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4957 @ 577.1400,2860882.98,False
2026-02-03,TRD_0026540,MSFT,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3586 @ 796.4900,NOT FOUND,2856213.14,False
2026-02-03,TRD_0020548,TSLA,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3683 @ 770.5700,NOT FOUND,2838009.31,False
2026-02-03,TRD_0004158,AMD,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3537 @ 798.6600,NOT FOUND,2824860.42,False
2026-02-03,BRK_ONLY_2,INTC,ACCT_HEDGE,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4778 @ 589.1800,2815102.04,False
2026-02-03,BRK_ONLY_3,TSLA,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4664 @ 602.0000,2807728.0,False
2026-02-03,TRD_0036997,AMD,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4399 @ 627.7200,NOT FOUND,2761340.28,False
2026-02-03,TRD_0007321,NVDA,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3669 @ 748.2600,NOT FOUND,2745365.94,False
2026-02-03,TRD_0041632,MSFT,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3486 @ 787.3800,NOT FOUND,2744806.68,False
2026-02-03,TRD_0040939,GOOGL,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4271 @ 639.6700,NOT FOUND,2732030.57,False
2026-02-03,TRD_0026286,NVDA,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 3500 @ 779.9800,NOT FOUND,2729930.0,False
2026-02-03,TRD_0013566,GOOGL,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3515 @ 773.7400,NOT FOUND,2719696.1,False
2026-02-03,BRK_ONLY_169,INTC,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4999 @ 543.2400,2715656.76,False
2026-02-03,TRD_0030013,INTC,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: BUY Qty: 4158 @ 652.8300,NOT FOUND,2714467.14,False
2026-02-03,BRK_ONLY_64,AAPL,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 4515 @ 600.3300,2710489.95,False
2026-02-03,TRD_0048854,INTC,ACCT_FLOW,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4387 @ 617.6300,NOT FOUND,2709542.81,False
2026-02-03,BRK_ONLY_52,MSFT,ACCT_FLOW,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: SELL Qty: 3661 @ 737.6500,2700536.65,False
2026-02-03,TRD_0035815,INTC,ACCT_ARB,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 4080 @ 661.0900,NOT FOUND,2697247.2,False
2026-02-03,BRK_ONLY_245,AMZN,ACCT_ARB,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4683 @ 570.5300,2671791.99,False
2026-02-03,TRD_0025504,INTC,ACCT_HEDGE,MISSING_IN_BROKER,CRITICAL,Side: SELL Qty: 3489 @ 760.4500,NOT FOUND,2653210.05,False
2026-02-03,BRK_ONLY_226,AAPL,ACCT_MAIN,MISSING_IN_INTERNAL,CRITICAL,NOT FOUND,Side: BUY Qty: 4786 @ 552.9900,2646610.14,False
