pnl_id,pnl_date,account,strategy,symbol,realized_pnl,unrealized_pnl,total_pnl,fees_total,trade_count,created_at
544,2026-02-03,ACCT_FLOW,MarketMaking,GOOGL,52737687.28,0.0,52737687.28,2524.22,320,2026-02-05 00:30:14.685191
626,2026-02-03,ACCT_MAIN,MarketMaking,MSFT,47702026.82,0.0,47702026.82,2532.29,331,2026-02-05 00:30:14.685191
566,2026-02-03,ACCT_HEDGE,DeltaNeutral,MSFT,43760875.52,0.0,43760875.52,2456.65,314,2026-02-05 00:30:14.685191
568,2026-02-03,ACCT_HEDGE,DeltaNeutral,QQQ,42701143.47,0.0,42701143.47,2423.9,315,2026-02-05 00:30:14.685191
499,2026-02-03,ACCT_ARB,LiquidityProv,SPY,42143261.88,0.0,42143261.88,2491.23,313,2026-02-05 00:30:14.685191
518,2026-02-03,ACCT_ARB,StatisticalArb,QQQ,40202812.48,0.0,40202812.48,2312.07,313,2026-02-05 00:30:14.685191
571,2026-02-03,ACCT_HEDGE,LiquidityProv,AAPL,39619920.41,0.0,39619920.41,2439.76,321,2026-02-05 00:30:14.685191
543,2026-02-03,ACCT_FLOW,MarketMaking,AMZN,38997810.21,0.0,38997810.21,2432.86,314,2026-02-05 00:30:14.685191
591,2026-02-03,ACCT_HEDGE,StatisticalArb,AAPL,36269452.88,0.0,36269452.88,2497.59,325,2026-02-05 00:30:14.685191
584,2026-02-03,ACCT_HEDGE,MarketMaking,GOOGL,34554244.74,0.0,34554244.74,2723.5,338,2026-02-05 00:30:14.685191
537,2026-02-03,ACCT_FLOW,LiquidityProv,NVDA,32336917.05,0.0,32336917.05,2816.1,330,2026-02-05 00:30:14.685191
509,2026-02-03,ACCT_ARB,MarketMaking,SPY,30737796.95,0.0,30737796.95,2456.69,309,2026-02-05 00:30:14.685191
520,2026-02-03,ACCT_ARB,StatisticalArb,TSLA,30518823.64,0.0,30518823.64,2701.6,340,2026-02-05 00:30:14.685191
541,2026-02-03,ACCT_FLOW,MarketMaking,AAPL,28891961.31,0.0,28891961.31,2606.55,329,2026-02-05 00:30:14.685191
565,2026-02-03,ACCT_HEDGE,DeltaNeutral,INTC,28629918.7,0.0,28629918.7,2338.75,292,2026-02-05 00:30:14.685191
608,2026-02-03,ACCT_MAIN,DeltaNeutral,QQQ,26916282.86,0.0,26916282.86,2427.48,321,2026-02-05 00:30:14.685191
522,2026-02-03,ACCT_FLOW,DeltaNeutral,AMD,26149687.64,0.0,26149687.64,2628.73,343,2026-02-05 00:30:14.685191
635,2026-02-03,ACCT_MAIN,StatisticalArb,INTC,25512057.01,0.0,25512057.01,2502.91,321,2026-02-05 00:30:14.685191
525,2026-02-03,ACCT_FLOW,DeltaNeutral,INTC,25052948.9,0.0,25052948.9,2388.89,295,2026-02-05 00:30:14.685191
633,2026-02-03,ACCT_MAIN,StatisticalArb,AMZN,24085537.08,0.0,24085537.08,2540.3,326,2026-02-05 00:30:14.685191
601,2026-02-03,ACCT_MAIN,DeltaNeutral,AAPL,23439136.14,0.0,23439136.14,2305.83,297,2026-02-05 00:30:14.685191
514,2026-02-03,ACCT_ARB,StatisticalArb,GOOGL,23243134.15,0.0,23243134.15,2340.89,301,2026-02-05 00:30:14.685191
622,2026-02-03,ACCT_MAIN,MarketMaking,AMD,23156792.72,0.0,23156792.72,1992.58,261,2026-02-05 00:30:14.685191
559,2026-02-03,ACCT_FLOW,StatisticalArb,SPY,23150093.65,0.0,23150093.65,2536.12,328,2026-02-05 00:30:14.685191
536,2026-02-03,ACCT_FLOW,LiquidityProv,MSFT,23009974.03,0.0,23009974.03,2383.54,321,2026-02-05 00:30:14.685191
485,2026-02-03,ACCT_ARB,DeltaNeutral,INTC,22669041.11,0.0,22669041.11,2765.52,345,2026-02-05 00:30:14.685191
620,2026-02-03,ACCT_MAIN,LiquidityProv,TSLA,21844094.47,0.0,21844094.47,2446.59,324,2026-02-05 00:30:14.685191
481,2026-02-03,ACCT_ARB,DeltaNeutral,AAPL,21644000.49,0.0,21644000.49,2243.29,289,2026-02-05 00:30:14.685191
594,2026-02-03,ACCT_HEDGE,StatisticalArb,GOOGL,21014101.4,0.0,21014101.4,2185.07,297,2026-02-05 00:30:14.685191
569,2026-02-03,ACCT_HEDGE,DeltaNeutral,SPY,20930442.09,0.0,20930442.09,2362.98,310,2026-02-05 00:30:14.685191
588,2026-02-03,ACCT_HEDGE,MarketMaking,QQQ,19955790.92,0.0,19955790.92,2321.12,287,2026-02-05 00:30:14.685191
615,2026-02-03,ACCT_MAIN,LiquidityProv,INTC,19807376.54,0.0,19807376.54,2458.94,330,2026-02-05 00:30:14.685191
557,2026-02-03,ACCT_FLOW,StatisticalArb,NVDA,19465933.1,0.0,19465933.1,2254.82,287,2026-02-05 00:30:14.685191
614,2026-02-03,ACCT_MAIN,LiquidityProv,GOOGL,18057667.65,0.0,18057667.65,2209.88,286,2026-02-05 00:30:14.685191
552,2026-02-03,ACCT_FLOW,StatisticalArb,AMD,17957853.27,0.0,17957853.27,2221.2,278,2026-02-05 00:30:14.685191
612,2026-02-03,ACCT_MAIN,LiquidityProv,AMD,17400807.31,0.0,17400807.31,2241.71,293,2026-02-05 00:30:14.685191
491,2026-02-03,ACCT_ARB,LiquidityProv,AAPL,17387041.15,0.0,17387041.15,2484.39,330,2026-02-05 00:30:14.685191
592,2026-02-03,ACCT_HEDGE,StatisticalArb,AMD,17286199.86,0.0,17286199.86,2137.22,276,2026-02-05 00:30:14.685191
575,2026-02-03,ACCT_HEDGE,LiquidityProv,INTC,16826368.97,0.0,16826368.97,2397.03,306,2026-02-05 00:30:14.685191
553,2026-02-03,ACCT_FLOW,StatisticalArb,AMZN,16739833.01,0.0,16739833.01,2077.39,280,2026-02-05 00:30:14.685191
497,2026-02-03,ACCT_ARB,LiquidityProv,NVDA,15725224.19,0.0,15725224.19,2626.55,336,2026-02-05 00:30:14.685191
542,2026-02-03,ACCT_FLOW,MarketMaking,AMD,14181052.3,0.0,14181052.3,2405.71,306,2026-02-05 00:30:14.685191
585,2026-02-03,ACCT_HEDGE,MarketMaking,INTC,13714433.94,0.0,13714433.94,2546.93,322,2026-02-05 00:30:14.685191
501,2026-02-03,ACCT_ARB,MarketMaking,AAPL,13437891.47,0.0,13437891.47,2385.42,312,2026-02-05 00:30:14.685191
562,2026-02-03,ACCT_HEDGE,DeltaNeutral,AMD,13374325.39,0.0,13374325.39,2432.52,314,2026-02-05 00:30:14.685191
523,2026-02-03,ACCT_FLOW,DeltaNeutral,AMZN,13234367.09,0.0,13234367.09,2485.6,319,2026-02-05 00:30:14.685191
503,2026-02-03,ACCT_ARB,MarketMaking,AMZN,12992684.84,0.0,12992684.84,2408.65,305,2026-02-05 00:30:14.685191
618,2026-02-03,ACCT_MAIN,LiquidityProv,QQQ,12893721.72,0.0,12893721.72,2149.54,288,2026-02-05 00:30:14.685191
515,2026-02-03,ACCT_ARB,StatisticalArb,INTC,11584468.65,0.0,11584468.65,2575.94,330,2026-02-05 00:30:14.685191
628,2026-02-03,ACCT_MAIN,MarketMaking,QQQ,11380474.41,0.0,11380474.41,2222.24,290,2026-02-05 00:30:14.685191
482,2026-02-03,ACCT_ARB,DeltaNeutral,AMD,10276182.75,0.0,10276182.75,2289.8,309,2026-02-05 00:30:14.685191
513,2026-02-03,ACCT_ARB,StatisticalArb,AMZN,10146502.83,0.0,10146502.83,2146.63,278,2026-02-05 00:30:14.685191
619,2026-02-03,ACCT_MAIN,LiquidityProv,SPY,9719411.57,0.0,9719411.57,2055.47,281,2026-02-05 00:30:14.685191
556,2026-02-03,ACCT_FLOW,StatisticalArb,MSFT,8759544.55,0.0,8759544.55,2626.14,338,2026-02-05 00:30:14.685191
494,2026-02-03,ACCT_ARB,LiquidityProv,GOOGL,8512347.99,0.0,8512347.99,2046.18,273,2026-02-05 00:30:14.685191
579,2026-02-03,ACCT_HEDGE,LiquidityProv,SPY,8327536.21,0.0,8327536.21,2464.56,323,2026-02-05 00:30:14.685191
574,2026-02-03,ACCT_HEDGE,LiquidityProv,GOOGL,7569491.09,0.0,7569491.09,2348.31,313,2026-02-05 00:30:14.685191
540,2026-02-03,ACCT_FLOW,LiquidityProv,TSLA,7153431.28,0.0,7153431.28,2369.38,308,2026-02-05 00:30:14.685191
529,2026-02-03,ACCT_FLOW,DeltaNeutral,SPY,6985453.72,0.0,6985453.72,2697.3,343,2026-02-05 00:30:14.685191
484,2026-02-03,ACCT_ARB,DeltaNeutral,GOOGL,6669325.52,0.0,6669325.52,2511.14,318,2026-02-05 00:30:14.685191
527,2026-02-03,ACCT_FLOW,DeltaNeutral,NVDA,6664201.23,0.0,6664201.23,2257.18,288,2026-02-05 00:30:14.685191
534,2026-02-03,ACCT_FLOW,LiquidityProv,GOOGL,5948090.5,0.0,5948090.5,2507.12,323,2026-02-05 00:30:14.685191
590,2026-02-03,ACCT_HEDGE,MarketMaking,TSLA,5890929.99,0.0,5890929.99,2617.21,332,2026-02-05 00:30:14.685191
555,2026-02-03,ACCT_FLOW,StatisticalArb,INTC,5571463.16,0.0,5571463.16,2280.83,294,2026-02-05 00:30:14.685191
598,2026-02-03,ACCT_HEDGE,StatisticalArb,QQQ,5122799.12,0.0,5122799.12,2109.06,285,2026-02-05 00:30:14.685191
625,2026-02-03,ACCT_MAIN,MarketMaking,INTC,4899097.35,0.0,4899097.35,2274.96,292,2026-02-05 00:30:14.685191
505,2026-02-03,ACCT_ARB,MarketMaking,INTC,4303071.52,0.0,4303071.52,2505.41,331,2026-02-05 00:30:14.685191
578,2026-02-03,ACCT_HEDGE,LiquidityProv,QQQ,3313609.11,0.0,3313609.11,2465.49,335,2026-02-05 00:30:14.685191
530,2026-02-03,ACCT_FLOW,DeltaNeutral,TSLA,2637879.98,0.0,2637879.98,2679.36,350,2026-02-05 00:30:14.685191
613,2026-02-03,ACCT_MAIN,LiquidityProv,AMZN,2555185.18,0.0,2555185.18,2615.77,330,2026-02-05 00:30:14.685191
629,2026-02-03,ACCT_MAIN,MarketMaking,SPY,2407042.13,0.0,2407042.13,2525.99,316,2026-02-05 00:30:14.685191
623,2026-02-03,ACCT_MAIN,MarketMaking,AMZN,2335501.68,0.0,2335501.68,2558.21,329,2026-02-05 00:30:14.685191
605,2026-02-03,ACCT_MAIN,DeltaNeutral,INTC,1627197.16,0.0,1627197.16,2400.84,322,2026-02-05 00:30:14.685191
586,2026-02-03,ACCT_HEDGE,MarketMaking,MSFT,1414363.17,0.0,1414363.17,2185.92,280,2026-02-05 00:30:14.685191
492,2026-02-03,ACCT_ARB,LiquidityProv,AMD,1399808.7,0.0,1399808.7,2494.21,309,2026-02-05 00:30:14.685191
546,2026-02-03,ACCT_FLOW,MarketMaking,MSFT,1112503.07,0.0,1112503.07,2245.58,288,2026-02-05 00:30:14.685191
511,2026-02-03,ACCT_ARB,StatisticalArb,AAPL,837539.42,0.0,837539.42,2117.24,279,2026-02-05 00:30:14.685191
488,2026-02-03,ACCT_ARB,DeltaNeutral,QQQ,130010.52,0.0,130010.52,2552.99,326,2026-02-05 00:30:14.685191
616,2026-02-03,ACCT_MAIN,LiquidityProv,MSFT,-167608.93,0.0,-167608.93,2223.2,290,2026-02-05 00:30:14.685191
496,2026-02-03,ACCT_ARB,LiquidityProv,MSFT,-384319.14,0.0,-384319.14,2339.07,294,2026-02-05 00:30:14.685191
627,2026-02-03,ACCT_MAIN,MarketMaking,NVDA,-678244.59,0.0,-678244.59,2386.21,309,2026-02-05 00:30:14.685191
596,2026-02-03,ACCT_HEDGE,StatisticalArb,MSFT,-790487.91,0.0,-790487.91,2247.04,306,2026-02-05 00:30:14.685191
512,2026-02-03,ACCT_ARB,StatisticalArb,AMD,-953223.24,0.0,-953223.24,2666.45,334,2026-02-05 00:30:14.685191
637,2026-02-03,ACCT_MAIN,StatisticalArb,NVDA,-998836.33,0.0,-998836.33,2202.22,283,2026-02-05 00:30:14.685191
599,2026-02-03,ACCT_HEDGE,StatisticalArb,SPY,-1067588.84,0.0,-1067588.84,2360.85,301,2026-02-05 00:30:14.685191
500,2026-02-03,ACCT_ARB,LiquidityProv,TSLA,-1139232.91,0.0,-1139232.91,2495.42,316,2026-02-05 00:30:14.685191
639,2026-02-03,ACCT_MAIN,StatisticalArb,SPY,-1329521.05,0.0,-1329521.05,2417.53,304,2026-02-05 00:30:14.685191
603,2026-02-03,ACCT_MAIN,DeltaNeutral,AMZN,-2002396.22,0.0,-2002396.22,2241.12,300,2026-02-05 00:30:14.685191
532,2026-02-03,ACCT_FLOW,LiquidityProv,AMD,-2901899.06,0.0,-2901899.06,2252.84,303,2026-02-05 00:30:14.685191
558,2026-02-03,ACCT_FLOW,StatisticalArb,QQQ,-3767489.02,0.0,-3767489.02,2344.16,305,2026-02-05 00:30:14.685191
580,2026-02-03,ACCT_HEDGE,LiquidityProv,TSLA,-3935673.19,0.0,-3935673.19,2068.98,273,2026-02-05 00:30:14.685191
573,2026-02-03,ACCT_HEDGE,LiquidityProv,AMZN,-4804977.68,0.0,-4804977.68,2579.81,342,2026-02-05 00:30:14.685191
510,2026-02-03,ACCT_ARB,MarketMaking,TSLA,-4863835.3,0.0,-4863835.3,2560.67,333,2026-02-05 00:30:14.685191
577,2026-02-03,ACCT_HEDGE,LiquidityProv,NVDA,-4892146.24,0.0,-4892146.24,2565.35,332,2026-02-05 00:30:14.685191
504,2026-02-03,ACCT_ARB,MarketMaking,GOOGL,-4978005.87,0.0,-4978005.87,2319.67,300,2026-02-05 00:30:14.685191
507,2026-02-03,ACCT_ARB,MarketMaking,NVDA,-5000379.44,0.0,-5000379.44,2172.49,290,2026-02-05 00:30:14.685191
519,2026-02-03,ACCT_ARB,StatisticalArb,SPY,-5218676.0,0.0,-5218676.0,2216.76,305,2026-02-05 00:30:14.685191
563,2026-02-03,ACCT_HEDGE,DeltaNeutral,AMZN,-5260802.65,0.0,-5260802.65,2768.67,350,2026-02-05 00:30:14.685191
498,2026-02-03,ACCT_ARB,LiquidityProv,QQQ,-5262917.09,0.0,-5262917.09,2288.61,303,2026-02-05 00:30:14.685191
609,2026-02-03,ACCT_MAIN,DeltaNeutral,SPY,-5851950.73,0.0,-5851950.73,2608.55,338,2026-02-05 00:30:14.685191
506,2026-02-03,ACCT_ARB,MarketMaking,MSFT,-6998502.09,0.0,-6998502.09,2848.67,347,2026-02-05 00:30:14.685191
539,2026-02-03,ACCT_FLOW,LiquidityProv,SPY,-7710431.63,0.0,-7710431.63,2366.89,309,2026-02-05 00:30:14.685191
487,2026-02-03,ACCT_ARB,DeltaNeutral,NVDA,-8143812.0,0.0,-8143812.0,2521.22,315,2026-02-05 00:30:14.685191
631,2026-02-03,ACCT_MAIN,StatisticalArb,AAPL,-8303273.06,0.0,-8303273.06,2503.78,330,2026-02-05 00:30:14.685191
572,2026-02-03,ACCT_HEDGE,LiquidityProv,AMD,-9408631.37,0.0,-9408631.37,2516.84,335,2026-02-05 00:30:14.685191
