pnl_id,pnl_date,account,strategy,symbol,realized_pnl,unrealized_pnl,total_pnl,fees_total,trade_count,created_at
469,2026-02-04,ACCT_MAIN,MarketMaking,SPY,51633393.39,0.0,51633393.39,2429.54,318,2026-02-04 13:20:15.578472
322,2026-02-04,ACCT_ARB,DeltaNeutral,AMD,48282804.88,0.0,48282804.88,2192.56,285,2026-02-04 13:20:15.578472
366,2026-02-04,ACCT_FLOW,DeltaNeutral,MSFT,48265120.66,0.0,48265120.66,2144.38,286,2026-02-04 13:20:15.578472
369,2026-02-04,ACCT_FLOW,DeltaNeutral,SPY,47750197.25,0.0,47750197.25,2512.65,337,2026-02-04 13:20:15.578472
461,2026-02-04,ACCT_MAIN,MarketMaking,AAPL,46738344.91,0.0,46738344.91,2392.19,301,2026-02-04 13:20:15.578472
416,2026-02-04,ACCT_HEDGE,LiquidityProv,MSFT,45239582.3,0.0,45239582.3,2358.42,314,2026-02-04 13:20:15.578472
342,2026-02-04,ACCT_ARB,MarketMaking,AMD,45180404.72,0.0,45180404.72,2555.39,319,2026-02-04 13:20:15.578472
376,2026-02-04,ACCT_FLOW,LiquidityProv,MSFT,43714815.76,0.0,43714815.76,2168.51,281,2026-02-04 13:20:15.578472
350,2026-02-04,ACCT_ARB,MarketMaking,TSLA,43547819.58,0.0,43547819.58,2289.15,290,2026-02-04 13:20:15.578472
404,2026-02-04,ACCT_HEDGE,DeltaNeutral,GOOGL,43154631.27,0.0,43154631.27,2356.24,316,2026-02-04 13:20:15.578472
332,2026-02-04,ACCT_ARB,LiquidityProv,AMD,43034444.07,0.0,43034444.07,2487.35,334,2026-02-04 13:20:15.578472
396,2026-02-04,ACCT_FLOW,StatisticalArb,MSFT,42839075.52,0.0,42839075.52,2767.39,339,2026-02-04 13:20:15.578472
432,2026-02-04,ACCT_HEDGE,StatisticalArb,AMD,41047476.82,0.0,41047476.82,2567.69,327,2026-02-04 13:20:15.578472
456,2026-02-04,ACCT_MAIN,LiquidityProv,MSFT,39262645.14,0.0,39262645.14,2140.3,292,2026-02-04 13:20:15.578472
338,2026-02-04,ACCT_ARB,LiquidityProv,QQQ,39048288.35,0.0,39048288.35,2409.34,302,2026-02-04 13:20:15.578472
438,2026-02-04,ACCT_HEDGE,StatisticalArb,QQQ,37379360.76,0.0,37379360.76,2376.4,296,2026-02-04 13:20:15.578472
448,2026-02-04,ACCT_MAIN,DeltaNeutral,QQQ,35969964.92,0.0,35969964.92,2374.0,331,2026-02-04 13:20:15.578472
467,2026-02-04,ACCT_MAIN,MarketMaking,NVDA,35013554.42,0.0,35013554.42,2391.77,313,2026-02-04 13:20:15.578472
347,2026-02-04,ACCT_ARB,MarketMaking,NVDA,34210977.5,0.0,34210977.5,2493.26,317,2026-02-04 13:20:15.578472
457,2026-02-04,ACCT_MAIN,LiquidityProv,NVDA,34060130.61,0.0,34060130.61,2287.27,293,2026-02-04 13:20:15.578472
368,2026-02-04,ACCT_FLOW,DeltaNeutral,QQQ,33555488.78,0.0,33555488.78,2453.49,333,2026-02-04 13:20:15.578472
447,2026-02-04,ACCT_MAIN,DeltaNeutral,NVDA,33489178.86,0.0,33489178.86,2482.95,309,2026-02-04 13:20:15.578472
365,2026-02-04,ACCT_FLOW,DeltaNeutral,INTC,31247723.8,0.0,31247723.8,2387.56,300,2026-02-04 13:20:15.578472
346,2026-02-04,ACCT_ARB,MarketMaking,MSFT,29508977.33,0.0,29508977.33,2323.65,298,2026-02-04 13:20:15.578472
387,2026-02-04,ACCT_FLOW,MarketMaking,NVDA,28197354.49,0.0,28197354.49,2408.66,303,2026-02-04 13:20:15.578472
